Year,Oil_Discoveries_Fixed,Oil_Cumulative_Discoveries_Fixed,Oil_Production_Fixed,Oil_Cumulative_Production_Fixed,Oil_Reserves_Fixed,Gas_Discoveries_Fixed,Gas_Cumulative_Discoveries_Fixed,Gas_Production_Fixed,Gas_Cumulative_Production_Fixed,Gas_Reserves_Fixed,Coal_Discoveries_Fixed,Coal_Cumulative_Discoveries_Fixed,Coal_Production_Fixed,Coal_Cumulative_Production_Fixed,Coal_Reserves_Fixed,Oil_Discoveries,Oil_Cumulative_Discoveries,Oil_Production,Oil_Cumulative_Production,Oil_Reserves,Gas_Discoveries,Gas_Cumulative_Discoveries,Gas_Production,Gas_Cumulative_Production,Gas_Reserves,Coal_Discoveries,Coal_Cumulative_Discoveries,Coal_Production,Coal_Cumulative_Production,Coal_Reserves
1986,238.3058573134396,13162.82840414104,134.40590957308453,2628.8183202367163,10534.010083904324,88.66110053382071,6772.676826063336,60.605214192274616,812.9648011869086,5959.712024876428,592.9081883391481,72800.32302335472,89.47,3810.669999999999,68989.65302335472,115.301530159,10378.4970766363,122.65,3328.540000000001,7049.9570766363,19.395423383148287,1650.0109855871506,60.605226,1302.5972436799998,347.4137419071508,67.01983988227738,2342.5710957822766,89.47,3810.669999999999,-1468.098904217722
1987,260.62484877797493,13423.453252919016,134.92082789567615,2763.7391481323925,10659.714104786624,176.59102970573014,6949.267855769066,63.64286272771346,876.6076639146221,6072.660191854444,541.1476361549912,73341.47065950971,91.16,3901.829999999999,69439.6406595097,93.778577835,10472.2756544713,122.93,3451.4700000000007,7020.8056544713,74.65114483459308,1724.6621304217438,63.6428808,1366.2401244799998,358.4220059417439,88.1969,2430.767995782277,91.16,3901.829999999999,-1471.062004217722
1988,214.3891227061405,13637.842375625156,140.3576204196387,2904.096768552032,10733.745607073124,997.9021810146183,7947.170036783685,66.4479491464258,943.055613061048,7004.114423722637,422.5325385640379,73764.00319807374,93.37,3995.1999999999994,69768.80319807374,83.78577859399999,10556.0614330653,128.19,3579.6600000000008,6976.4014330653,75.99407266429688,1800.6562030860407,66.4479648,1432.6880892799998,367.96811380604095,35.10324289340753,2465.8712386756843,93.37,3995.1999999999994,-1529.3287613243142
1989,403.092328853746,14040.9347044789,142.48182023293214,3046.578588784964,10994.356115693938,234.98093841631592,8182.150975200001,68.74917227087508,1011.804785331923,7170.346189868078,456.9333193016757,74220.93651737542,95.02,4090.2199999999984,70130.71651737542,110.689468938,10666.7509020033,129.73,3709.390000000001,6957.3609020033,86.82816320359956,1887.4843662896403,68.7491784,1501.43726768,386.0470986096405,127.8408,2593.712038675684,95.02,4090.2199999999984,-1496.5079613243142
1990,235.690161344836,14276.624865823736,145.229857220185,3191.808446005148,11084.816419818588,492.9203883648352,8675.071363564835,70.90978848682698,1082.71457381875,7592.356789746085,360.2017809815554,74581.13829835698,94.84,4185.059999999999,70396.07829835698,103.002700277,10769.7536022803,132.22,3841.6100000000006,6928.143602280301,45.21090616271557,1932.695272452356,70.9097976,1572.34706528,360.34820717235607,82.59656000000001,2676.308598675684,94.84,4185.059999999999,-1508.7514013243144
1991,294.6381263962396,14571.262992219976,144.88057953364333,3336.689025538792,11234.573966681184,54.26956476896176,8729.340928333797,71.85487242252066,1154.5694462412707,7574.771482092527,426.76256202038735,75007.90086037737,92.26,4277.319999999999,70730.58086037738,67.643564351,10837.3971666313,131.86,3973.4700000000007,6863.9271666313,16.395686632940613,1949.0909590852968,71.854884,1644.20194928,304.8890098052966,194.20990000000003,2870.518498675684,92.26,4277.319999999999,-1406.8015013243148
1992,222.66185034066677,14793.924842560642,146.75342060080672,3483.4424461395984,11310.482396421045,113.11826992032032,8842.459198254117,72.06602363561797,1226.6354698768887,7615.823728377229,261.680750689383,75269.58161106675,92.06,4369.379999999999,70900.20161106675,105.693069287,10943.0902359183,133.77,4107.240000000001,6835.850235918299,24.91495708887726,1974.0059161741735,72.0660312,1716.26798048,257.73793569417376,68.21723894049657,2938.7357376161804,92.06,4369.379999999999,-1430.6442623838188
1993,114.8910428201266,14908.815885380767,147.17364012778202,3630.616086267381,11278.199799113389,30.193751389687595,8872.652949643805,72.88666685210637,1299.522136728995,7573.13081291481,274.2177013609114,75543.79931242767,89.29,4458.669999999999,71085.12931242767,71.10261028199999,11014.1928462003,133.58,4240.820000000001,6773.372846200299,18.002525942688774,1992.0084421168624,72.8866692,1789.15464968,202.8537924368627,114.38675,3053.1224876161805,89.29,4458.669999999999,-1405.547512383819
1994,117.86612641070828,15026.682011791478,149.3731873882798,3779.98927365566,11246.692738135818,104.15832897557144,8976.811278619376,73.95305960635096,1373.475196335346,7603.336082284029,186.35951125796535,75730.15882368563,91.34,4550.009999999999,71180.14882368564,62.26282626999999,11076.4556724703,135.43,4376.250000000001,6700.205672470299,29.88470716430493,2021.893149281168,73.953072,1863.10772168,158.7854276011676,55.22809,3108.3505776161805,91.34,4550.009999999999,-1441.6594223838188
1995,136.34177870937532,15163.023790500853,151.52651754215162,3931.515791197812,11231.50799930304,112.9142146403764,9089.725493259752,75.18059999748812,1448.655796332834,7641.069696926917,164.27864838046145,75894.4374720661,94.13,4644.139999999999,71250.2974720661,68.412241211,11144.8679136813,137.29,4513.540000000001,6631.327913681298,13.48865880477417,2035.3818080859417,75.1806072,1938.28832888,97.09347920594178,57.43795000000001,3165.7885276161805,94.13,4644.139999999999,-1478.3514723838189
1996,347.6440220393318,15510.667812540183,155.1830131794609,4086.698804377273,11423.969008162912,273.6433997192456,9363.368892978997,78.8398659421523,1527.4956622749864,7835.87323070401,163.22030078917987,76057.65777285528,95.4,4739.539999999999,71318.11777285529,72.255625572,11217.123539253298,140.94,4654.4800000000005,6562.643539253298,44.21208751917542,2079.5938956051173,78.839874,2017.12820288,62.46569272511738,76.77314,3242.5616676161803,95.4,4739.539999999999,-1496.9783323838187
1997,272.0189758525546,15782.68678839274,159.1410274178285,4245.839831795101,11536.846956597636,65.46326381614097,9428.832156795135,78.77869465435424,1606.274356929341,7822.557799865796,158.46073512543535,76216.11850798072,96.8,4836.339999999999,71379.77850798072,69.565256501,11286.6887957543,144.08,4798.56,6488.128795754298,26.750711177733365,2106.344606782851,78.7787028,2095.90690568,10.437701102850951,88.99849,3331.5601576161803,96.8,4836.339999999999,-1504.779842383819
1998,174.89213422487063,15957.57892261761,163.0814939544081,4408.921325749509,11548.6575968681,243.90519886402708,9672.737355659165,79.28532787603945,1685.55968480538,7987.177670853785,148.30350413347438,76364.4220121142,95.06,4931.4,71433.0220121142,88.397839754,11375.086635508298,147.72,4946.280000000001,6428.806635508297,64.46470599997353,2170.809312782824,80.8644024,2176.77130808,-5.96199529717569,92.87528,3424.4354376161805,95.06,4931.4,-1506.9645623838192
1999,115.51809240075468,16073.097015018364,159.73221906449916,4568.6535448140085,11504.443470204356,87.98118341491406,9760.718539074078,83.1698986541669,1768.729583459547,7991.988955614531,150.66942423057992,76515.09143634478,95.09,5026.49,71488.60143634478,153.735373525,11528.822009033298,144.38,5090.660000000001,6438.162009033297,22.578647599843837,2193.387960382668,83.1699072,2259.94121528,-66.55325489733195,106.7459,3531.1813376161804,95.09,5026.49,-1495.3086623838194
2000,201.09891548349796,16274.195930501864,166.28871951084,4734.942264324848,11539.253666177014,566.6752423004721,10327.39378137455,86.44202759545442,1855.1716110550012,8472.22217031955,164.38596436064776,76679.47740070542,96.49,5122.98,71556.49740070543,213.692169215,11742.5141782483,150.64,5241.300000000001,6501.214178248298,42.588934026531696,2235.9768944092,86.4258048,2346.36702008,-110.39012567080044,129.820097,3661.00143461618,96.49,5122.98,-1461.9785653838194
2001,45.7666288286233,16319.962559330486,167.0619074353655,4902.0041717602135,11417.958387570274,90.29487864681188,10417.688660021362,88.50216741972508,1943.6737784747263,8474.014881546635,202.9395789940148,76882.41697969944,100.58,5223.56,71658.85697969944,121.4509451,11863.965123348298,150.63,5391.930000000001,6472.035123348297,13.953350130786005,2249.930244539986,88.467048,2434.83406808,-184.9038235400144,175.92602,3836.92745461618,100.58,5223.56,-1386.6325453838194
2002,92.49011826211108,16412.4526775926,165.30792601912722,5067.312097779341,11345.140579813258,73.34840147368114,10491.037061495044,90.56177808914072,2034.2355565638672,8456.801504931176,177.80299833379246,77060.21997803323,101.79,5325.349999999999,71734.86997803322,81.479747953,11945.4448713013,148.81,5540.740000000002,6404.704871301297,20.945908777552035,2270.876153317538,90.5304168,2525.36448488,-254.488331562462,156.83774,3993.76519461618,101.79,5325.349999999999,-1331.5848053838197
2003,107.29093928656572,16519.743616879165,172.36598690087115,5239.678084680212,11280.065532198952,63.84087397398154,10554.877935469023,93.80353377691642,2128.039090340784,8426.838845128239,150.68066013555395,77210.90063816878,109.26,5434.61,71776.29063816878,49.1953195341,11994.640190835398,155.42,5696.160000000002,6298.480190835397,13.044892819378308,2283.921046136916,93.7687428,2619.13322768,-335.2121815430837,134.52209858732877,4128.287293203509,109.26,5434.61,-1306.3227067964908
2004,98.81884008207302,16618.562456961237,180.5902407650748,5420.268325445287,11198.294131515951,81.83795587724916,10636.715891346272,96.99900863066608,2225.03809897145,8411.677792374821,197.10238577764352,77408.00302394642,118.7,5553.31,71854.69302394643,63.03150313,12057.671693965398,163.21,5859.370000000002,6198.301693965396,22.954958985509123,2306.8760051224253,96.9569244,2716.09015208,-409.2141469575745,184.73467725,4313.021970453508,118.7,5553.31,-1240.288029546491
2005,16.508759227643736,16635.07121618888,182.75754047736547,5603.025865922652,11032.045350266228,54.10319454815008,10690.819085894422,99.2960116154303,2324.3341105868803,8366.484975307541,203.68278861830285,77611.68581256473,126.17,5679.48,71932.20581256473,55.7290729051,12113.400766870498,164.6,6023.970000000002,6089.430766870496,13.641526571307928,2320.5175316937334,99.2796624,2815.36981448,-494.8522827862666,194.282096,4507.304066453508,126.17,5679.48,-1172.1759335464913
2006,242.31914980202023,16877.3903659909,184.2397532174739,5787.265619140126,11090.124746850775,461.7914705844484,11152.61055647887,102.672456463446,2427.0065670503263,8725.603989428544,287.50366407441936,77899.18947663915,132.54,5812.02,72087.16947663914,139.51485149299998,12252.9156183635,166.07,6190.040000000002,6062.875618363497,38.579185132648696,2359.096716826382,102.665376,2918.03519048,-558.9384736536181,280.407649,4787.711715453508,132.54,5812.02,-1024.3082845464914
2007,65.507667097228,16942.898033088128,183.98846675742053,5971.254085897546,10971.64394719058,68.11984498824685,11220.730401467115,105.39228797315263,2532.398855023479,8688.331546443638,241.78175015473784,78140.97122679389,138.39,5950.41,72190.56122679388,103.002700277,12355.9183186405,165.73,6355.770000000001,6000.148318640498,17.98739577289416,2377.084112599276,105.4031256,3023.43831608,-646.3542034807238,236.462465,5024.174180453508,138.39,5950.41,-926.2358195464922
2008,203.57290593133828,17146.470939019466,185.51658511687995,6156.770671014427,10989.70026800504,45.150676215800246,11265.881077682918,109.17781065593954,2641.5766656794185,8624.3044120035,367.6907110294715,78508.66193782336,142.94,6093.349999999999,72415.31193782335,182.94509451,12538.8634131505,167.49,6523.260000000001,6015.6034131504975,17.378149011626633,2394.4622616109027,109.261116,3132.69943208,-738.2371704690972,363.7308852230309,5387.9050656765385,142.94,6093.349999999999,-705.444934323461
2009,415.8707600628829,17562.34169908235,181.86516080995384,6338.63583182438,11223.70586725797,44.65222795027582,11310.533305633193,105.86881203090525,2747.445477710324,8563.08782792287,381.8807759883689,78890.54271381172,142.73,6236.079999999999,72654.46271381172,114.14851486899998,12653.0119280195,163.32,6686.580000000001,5966.431928019499,58.56367436381855,2453.025935974721,105.8724756,3238.57190768,-785.545971705279,378.95337,5766.858435676539,142.73,6236.079999999999,-469.2215643234604
2010,162.16007099993732,17724.501770082286,185.89946935758445,6524.535301181964,11199.966468900322,243.72750921289747,11554.26081484609,113.2102163474683,2860.655694057792,8693.605120788297,486.2784124822928,79376.82112629402,150.39,6386.469999999999,72990.35112629402,155.272727245,12808.2846552645,166.55,6853.130000000001,5955.154655264498,43.36889111201109,2496.394827086732,113.4075456,3351.97945328,-855.5846261932679,484.129227,6250.987662676539,150.39,6386.469999999999,-135.48233732346034
2011,50.53603361457695,17775.037803696865,187.67307118928028,6712.208372371245,11062.82943132562,208.15877215261295,11762.419586998702,117.50644166856,2978.162135726352,8784.25745127235,638.875743054854,80015.69686934887,161.06,6547.53,73468.16686934888,89.935193535,12898.2198487995,167.84,7020.970000000001,5877.249848799498,13.91445274126426,2510.3092798279963,117.272232,3469.25168528,-958.9424054520036,637.3088155436643,6888.296478220203,161.06,6547.53,340.7664782202037
2012,67.54877514455038,17842.586578841416,192.4615917088276,6904.6699640800725,10937.916614761343,329.0751320927198,12091.49471909142,120.30113583663116,3098.463271562983,8993.031447528438,367.7581028382757,80383.45497218714,162.75,6710.28,73673.17497218715,67.259225921,12965.4790747205,172.52,7193.490000000002,5771.989074720497,19.79574343398618,2530.1050232619823,119.7427788,3588.99446408,-1058.8894408180176,366.62359375,7254.920071970203,162.75,6710.28,544.6400719702033
2013,182.8261796392044,18025.41275848062,193.28257969339344,7097.952543773466,10927.460214707153,234.99919348000876,12326.49391257143,121.33076032515964,3219.794031888143,9106.699880683287,282.47370079854375,80665.92867298568,165.37,6875.65,73790.27867298569,61.49414941,13026.9732241305,172.75,7366.240000000002,5660.733224130498,15.192030669479797,2545.297053931462,121.164984,3710.15944808,-1164.862394148538,281.657962,7536.578033970203,165.37,6875.65,660.9280339702036
2014,54.80007167349532,18080.21283015412,198.10839707669197,7296.060940850158,10784.151889303956,118.3312414156778,12444.825153987107,124.02535936916092,3343.819391257304,9101.005762729805,230.78026638762,80896.7089393733,164.96,7040.61,73856.0989393733,44.5832583253,13071.5564824558,176.81,7543.050000000002,5528.506482455797,13.03370202837909,2558.330755959841,123.6816576,3833.84110568,-1275.510349720159,230.19779,7766.775823970203,164.96,7040.61,726.1658239702037
2015,26.710043760552438,18106.922873914667,204.78532742725284,7500.846268277411,10606.076605637256,194.8568598935272,12639.682013880634,126.54701946239696,3470.366410719701,9169.315603160932,243.45515160758532,81140.16409098089,160.37,7200.98,73939.1840909809,27.6723672345,13099.228849690298,182.74,7725.790000000002,5373.438849690297,8.944022635090517,2567.274778594932,126.282204,3960.12330968,-1392.8485310850683,243.042114,8009.817937970203,160.37,7200.98,808.8379379702037
2016,23.444061940137708,18130.366935854807,205.63190139068917,7706.4781696681,10423.888766186708,39.25871701503552,12678.94073089567,127.9294145656172,3598.295825285318,9080.644905610352,473.05663362597386,81613.22072460687,151.58,7352.559999999999,74260.66072460687,27.6723672345,13126.901216924798,183.26,7909.050000000002,5217.851216924796,3.1270083374182573,2570.40178693235,127.6010424,4087.72435208,-1517.32256514765,472.765773,8482.583710970202,151.58,7352.559999999999,1130.023710970203
2017,357.67644288658096,18488.04337874139,206.74816033595292,7913.226330004053,10574.817048737335,22.13708840831336,12701.077819303984,132.63594584588623,3730.931771131204,8970.14604817278,467.6098008585319,82080.8305254654,155.01,7507.57,74573.26052546539,38.0495049482,13164.950721872998,183.59,8092.640000000002,5072.310721872996,17.70241293165277,2588.104199864003,132.187428,4219.91178008,-1631.8075802159974,467.6672945873288,8950.251005557531,155.01,7507.57,1442.6810055575315
2018,259.71387087587067,18747.75724961726,212.2514329369228,8125.477762940975,10622.279486676283,124.98151962966888,12826.059338933654,138.81435775601835,3869.746128887223,8956.313210046432,726.7287124741326,82807.55923793952,162.3,7669.87,75137.68923793953,33.8217821755,13198.772504048498,187.89,8280.530000000002,4918.242504048496,6.488321170774347,2594.5925210347773,138.80952,4358.72130008,-1764.128779045223,728.9265756201308,9679.177581177662,162.3,7669.87,2009.3075811776623
2019,205.14868336814592,18952.905932985406,212.4430192800909,8337.920782221066,10614.98515076434,113.52041555588777,12939.57975448954,143.01158330089606,4012.757712188119,8926.822042301423,486.33700648703456,83293.89624442656,163.95,7833.82,75460.07624442657,18.44823,13217.220734048498,187.53,8468.060000000003,4749.160734048495,17.391986710277244,2611.9845077450545,142.8635232,4501.58482328,-1889.6003155349451,486.2395803809931,10165.417161558657,163.95,7833.82,2331.597161558655
2020,185.18821939975643,19138.09415238516,198.6468165484689,8536.567598769536,10601.526553615626,365.0917945805963,13304.671549070135,139.21076280179477,4151.968474989913,9152.703074080224,406.5861360836043,83700.48238051016,156.22,7990.04,75710.44238051017,76.25,13293.470734048498,174.82,8642.880000000003,4650.590734048496,20.167456486871767,2632.1519642319263,138.9816,4640.56642328,-2008.4144590480737,409.46155694920594,10574.87871850786,156.22,7990.04,2584.83871850786
2021,200.37794063454984,19338.47209301971,201.5802566911008,8738.147855460636,10600.324237559074,22.41508757390256,13327.08663664404,145.67667503761368,4297.645150027527,9029.441486616512,561.7319416611982,84262.21432217136,162.5,8152.54,76109.67432217137,28.67,13322.140734048498,177.09,8819.970000000003,4502.170734048495,3.2197231526790144,2635.371687384605,145.9231308,4786.48955408,-2151.1178666953947,561.6865555873287,11136.565274095188,162.5,8152.54,2984.0252740951883
2022,210.6302958366038,19549.102388856318,210.6530825646575,8948.800938025293,10600.30145083102,59.04311893491986,13386.12975557896,145.81282821761306,4443.45797824514,8942.67177733382,305.2497803654246,84567.46410253679,174.56,8327.1,76240.36410253678,122.0,13444.140734048498,184.52,9004.490000000003,4439.650734048495,8.65080796772211,2644.022495352327,145.577376,4932.06693008,-2288.044434727673,314.554531142198,11451.119805237386,174.56,8327.1,3124.0198052373853
2023,215.48029466305644,19764.58268351937,215.1569015761452,9163.95783960144,10600.62484391793,49.64814674259308,13435.777902321552,146.31185317555355,4589.769831420694,8846.00807090086,561.0163239316082,85128.48042646839,0.0,8327.1,76801.38042646839,18.3,13462.440734048498,0.0,9004.490000000003,4457.950734048494,6.458879330579592,2650.481374682907,0.0,4932.06693008,-2281.585555397093,560.99576,12012.115565237384,0.0,8327.1,3685.015565237385
2024,214.10873324935287,19978.69141676872,216.4089339823635,9380.366773583804,10598.324643184918,8.410555901497577,13444.18845822305,148.48025959161168,4738.250091012305,8705.938367210745,534.3955735316508,85662.87600000005,0.0,8327.1,77335.77600000004,18.3,13480.740734048495,0.0,9004.490000000003,4476.2507340484935,1.5329385902560322,2652.0143132731628,0.0,4932.06693008,-2280.052616806837,534.381875,12546.497440237385,0.0,8327.1,4219.397440237384
